Character	Comics
X-23	Daken: Dark Wolverine (2010) #8
X-23	Daken: Dark Wolverine (2010) #9
X-23	Fear Itself: The Home Front (2010) #5
X-23	Fear Itself: The Home Front (2010) #6
X-23	Fear Itself: The Home Front (2010) #7
X-23	New X-Men (2004) #20
X-23	New X-Men (2004) #25
Cyclops (Ultimate)	Ultimate Marvel Team-Up (2001) #11
Cyclops (Ultimate)	Ultimate Marvel Team-Up Ultimate Collection (Trade Paperback)
Cyclops (Ultimate)	Ultimate Spider-Man (2000) #93
Cyclops (Ultimate)	Ultimate Spider-Man Vol. 16: Deadpool (Trade Paperback)
Cyclops (Ultimate)	Ultimate X-Men (2000) #1
Cyclops (Ultimate)	Ultimate X-Men (2000) #2
Cyclops (Ultimate)	Ultimate X-Men (2000) #3
Cyclops (Ultimate)	Ultimate X-Men (2000) #4
Cyclops (Ultimate)	Ultimate X-Men (2000) #5
Cyclops (Ultimate)	Ultimate X-Men (2000) #6
Cyclops (Ultimate)	Ultimate X-Men (2000) #7
Cyclops (Ultimate)	Ultimate X-Men (2000) #8
Cyclops (Ultimate)	Ultimate X-Men (2000) #9
Cyclops (Ultimate)	Ultimate X-Men (2000) #10
Cyclops (Ultimate)	Ultimate X-Men (2000) #11
Cyclops (Ultimate)	Ultimate X-Men (2000) #12
Cyclops (Ultimate)	Ultimate X-Men (2000) #15
Cyclops (Ultimate)	Ultimate X-Men (2000) #16
Cyclops (Ultimate)	Ultimate X-Men (2000) #17
Cyclops (Ultimate)	Ultimate X-Men (2000) #18
Victor Mancha	Runaways (2008) #10
Victor Mancha	Runaways (2005) #15
Victor Mancha	Runaways (2005) #18
Victor Mancha	Runaways (2005) #22
Victor Mancha	Runaways Vol. 6: Parental Guidance (Digest)
Victor Mancha	Runaways Vol. 7: Live Fast (Digest)
Liz	Amazing Spider-Man (1999) #581
Liz	Amazing Spider-Man (1999) #582
Drax	Annihilation (2006) #1
Drax	Annihilation (2006) #2
Drax	Drax the Destroyer (2005) #1
Drax	Guardians of the Galaxy (2013) #1
Drax	Incredible Hulk Annual (1976) #20
Drax	Thor: Blood & Thunder (Trade Paperback)
Drax	Warlock Chronicles (1993) #6
Drax	Warlock Chronicles (1993) #7
Drax	Warlock Chronicles (1993) #8
Jetstream	Uncanny X-Men (1963) #281
Terrax	Avengers (1996) #12
Terrax	Dazzler (1981) #10
Terrax	Dazzler (1981) #11
Terrax	Exiles (2001) #8
Terrax	Exiles (2001) #9
Terrax	Exiles Vol. II: A World Apart (Trade Paperback)
Terrax	Fantastic Four (1996) #11
Terrax	Fantastic Four (1961) #242
Terrax	Fantastic Four (1961) #400
Terrax	Fantastic Four Visionaries: John Byrne Vol. 2 (Trade Paperback)
Terrax	Heroes Reborn: Avengers (Trade Paperback)
Terrax	Heroes Reborn: Fantastic Four (Trade Paperback)
Terrax	Heroes Reborn: Iron Man (Trade Paperback)
Terrax	Iron Man (1996) #10
Terrax	Iron Man (1996) #12
Terrax	Marvel Two-in-One (1974) #76
Terrax	Point One (2011) #1
Terrax	Point One (2011) #1 (Bradshaw Variant)
Terrax	Point One (2011) #1 (Bradshaw Inked Variant)
Iron Patriot (James Rhodes)	Art of Marvel Studios TPB Slipcase (Hardcover)
Iron Patriot (James Rhodes)	Avengers West Coast (1985) #100
Iron Patriot (James Rhodes)	Avengers West Coast Annual (1989) #8
Iron Patriot (James Rhodes)	Avengers: The Initiative (2007) #11
Iron Patriot (James Rhodes)	Avengers: The Initiative (2007) #12
Iron Patriot (James Rhodes)	Avengers: The Initiative (2007) #15
Iron Patriot (James Rhodes)	Avengers: The Initiative (2007) #16
Iron Patriot (James Rhodes)	Crew (2003) #1
Iron Patriot (James Rhodes)	Crew (2003) #2
Iron Patriot (James Rhodes)	Crew (2003) #4
Iron Patriot (James Rhodes)	Crew (2003) #5
Iron Patriot (James Rhodes)	Crew (2003) #7
Iron Patriot (James Rhodes)	Fear Itself: The Fearless (2011) #3
Iron Patriot (James Rhodes)	Hulk (2008) #42
Iron Patriot (James Rhodes)	Hulk (2008) #43
Iron Patriot (James Rhodes)	Incredible Hulks (2009) #607 (MCGUINNESS VARIANT)
Iron Patriot (James Rhodes)	Invincible Iron Man (2008) #1
Iron Patriot (James Rhodes)	Invincible Iron Man (2008) #2
Iron Patriot (James Rhodes)	Invincible Iron Man (2008) #25 (IRON MAN BY DESIGN VARIANT)
Iron Patriot (James Rhodes)	Invincible Iron Man (2008) #25 (TRIMPE VARIANT)
Lethal Legion	Avengers: X-Sanction (2011) #1
Lizard	Amazing Spider-Man (1963) #6
Lizard	Amazing Spider-Man (1963) #45
Lizard	Amazing Spider-Man (1963) #74
Lizard	Amazing Spider-Man (1963) #76
Lizard	Amazing Spider-Man (1963) #77
Lizard	Amazing Spider-Man (1963) #102
Lizard	Amazing Spider-Man (1999) #612
Lizard	Amazing Spider-Man (1999) #612 (VARIANT)
Lizard	Amazing Spider-Man (1999) #612 (GRANOV 50/50 COVER)
Lizard	Amazing Spider-Man (1999) #614
Lizard	Amazing Spider-Man (1999) #622
Lizard	Amazing Spider-Man (1999) #629
Lizard	Amazing Spider-Man (1999) #630
Lizard	Amazing Spider-Man (1999) #630 (QUINONES VARIANT)
Lizard	Amazing Spider-Man (1999) #631
Lizard	Amazing Spider-Man (1999) #631 (HEROIC AGE VARIANT)
Lizard	Amazing Spider-Man (1999) #632
Lizard	Amazing Spider-Man (1999) #633
Lizard	Amazing Spider-Man (1999) #633 (HEROIC AGE VARIANT)
Lizard	Amazing Spider-Man (1999) #634
Hairball	Avengers Vs. Pet Avengers (2010) #3
Ultragirl (Earth-93060)	Avengers: The Initiative (2007) #27
Christian Walker	Powers (2009) #8
Christian Walker	Powers: Who Killed Retro Girl? (Hardcover)
Junta	Crew (2003) #3
The Twelve	The Twelve (2007)
The Twelve	The Twelve (2007) #1
The Twelve	The Twelve (2007) #1
The Twelve	The Twelve (2007) #2
The Twelve	The Twelve (2007) #3
The Twelve	The Twelve (2007) #4
The Twelve	The Twelve (2007) #5
The Twelve	The Twelve (2007) #6
The Twelve	The Twelve (2007) #7
The Twelve	The Twelve (2007) #8
The Twelve	The Twelve (2010) #9
The Twelve	The Twelve (2010) #10
The Twelve	The Twelve (2010) #11
The Twelve	The Twelve (2010) #12
M.O.D.O.K.	Astonishing Tales (2009) #1
M.O.D.O.K.	Astonishing Tales (2009) #2
M.O.D.O.K.	Fantastic Four in...Ataque Del M.O.D.O.K.! (2010) #1
M.O.D.O.K.	Howard the Duck (2007) #2
M.O.D.O.K.	Hulk (2008) #21
M.O.D.O.K.	Hulk (2008) #36
M.O.D.O.K.	Hulk (2008) #36 (I Am Captain America Variant)
M.O.D.O.K.	Hulk (2008) #38
M.O.D.O.K.	Incredible Hulks (2009) #608 (VARIANT)
M.O.D.O.K.	Incredible Hulks (2009) #609 (VARIANT)
M.O.D.O.K.	Invincible Iron Man (2008) #2
M.O.D.O.K.	Invincible Iron Man Vol. 1: The Five Nightmares (Trade Paperback)
M.O.D.O.K.	Super-Villain Team-Up/Modok's 11 (2007) #2
X-Cutioner	Punisher (1995) #12
X-Cutioner	Uncanny X-Men (1963) #310
X-Cutioner	X-Men: Earth's Mutant Heroes (2010) #1
Quicksilver	Age of Apocalypse: The Chosen (1995) #1
Quicksilver	Avengers (1998) #1
Quicksilver	Avengers (1998) #2
Quicksilver	Avengers (1998) #3
Quicksilver	Avengers (1998) #4
Quicksilver	Avengers (1998) #7
Quicksilver	Avengers (2010) #14
Quicksilver	Avengers (1998) #24
Quicksilver	Avengers (1998) #25
Quicksilver	Avengers (1998) #27
Quicksilver	Avengers (1963) #29
Quicksilver	Avengers (1998) #36
Quicksilver	Avengers (1998) #38
Quicksilver	Avengers (1998) #39
Quicksilver	Avengers (1998) #40
Quicksilver	Avengers (1998) #41
Quicksilver	Avengers (1998) #42
Quicksilver	Avengers (1998) #43
Quicksilver	Avengers (1998) #44
Quicksilver	Avengers (1998) #45
Obadiah Stane	Invincible Iron Man (2008) #3
Mariko Yashida	Essential X-Men Vol. 4 (All-New Edition) (Trade Paperback)
Madame Masque	Avengers: The Initiative (2007) #35
Madame Masque	Invincible Iron Man (2008) #20
Madame Masque	Iron Man (1998) #10
Madame Masque	Iron Man (1998) #11
Madame Masque	Iron Man (1968) #24
Madame Masque	Marvel Adventures Spider-Man (2010) #18
Dreaming Celestial	Eternals (2006) #4
Dreaming Celestial	Eternals by Neil Gaiman (Trade Paperback)
Dreaming Celestial	Eternals by Neil Gaiman (Book Market) (Hardcover)
Senator Kelly	Uncanny X-Men (1963)
Wong (Ultimate)	Ultimate Marvel Team-Up (2001) #12
Wong (Ultimate)	Ultimate Marvel Team-Up (2001) #13
Wong (Ultimate)	Ultimate Marvel Team-Up Ultimate Collection (Trade Paperback)
Karnak	Avengers Academy (2010) #2 (2ND PRINTING VARIANT)
Karnak	Daredevil (1963) #275
Karnak	Daredevil (1963) #279
Karnak	Earth X (1999)
Karnak	Earth X (1999) #1
Karnak	Earth X (1999) #2
Karnak	Earth X (1999) #3
Karnak	Earth X (1999) #4
Karnak	Earth X (1999) #5
Karnak	Earth X (1999) #7
Karnak	Earth X (1999) #8
Karnak	Earth X (1999) #9
Karnak	Earth X (1999) #10
Karnak	Earth X (New (Trade Paperback)
Karnak	Fantastic Four (1996) #8
Karnak	Fantastic Four (1996) #9
Karnak	Fantastic Four (1996) #10
Karnak	Fantastic Four (1998) #51
Karnak	Fantastic Four (1998) #52
Karnak	Fantastic Four (1961) #306
3-D Man	Avengers: The Initiative (2007) #14
3-D Man	Avengers: The Initiative (2007) #14 (SPOTLIGHT VARIANT)
3-D Man	Avengers: The Initiative (2007) #15
3-D Man	Avengers: The Initiative (2007) #16
3-D Man	Avengers: The Initiative (2007) #17
3-D Man	Avengers: The Initiative (2007) #18
3-D Man	Avengers: The Initiative (2007) #18 (ZOMBIE VARIANT)
3-D Man	Avengers: The Initiative (2007) #19
3-D Man	Marvel Premiere (1972) #35
3-D Man	Marvel Premiere (1972) #36
3-D Man	Marvel Premiere (1972) #37
Edwin Jarvis	Amazing Spider-Man (1999) #673
Edwin Jarvis	Avengers (1998) #1
Edwin Jarvis	Avengers (1998) #4
Edwin Jarvis	Avengers (1998) #5
Edwin Jarvis	Avengers (1998) #6
Edwin Jarvis	Avengers (1998) #8
Edwin Jarvis	Avengers (1998) #9
Edwin Jarvis	Avengers (1998) #11
Edwin Jarvis	Avengers (1998) #12
Edwin Jarvis	Avengers (1998) #13
Edwin Jarvis	Avengers (1998) #14
Edwin Jarvis	Avengers (2010) #14
Edwin Jarvis	Avengers (1998) #16
Edwin Jarvis	Avengers (1998) #17
Edwin Jarvis	Avengers (1998) #19
Edwin Jarvis	Avengers (1998) #20
Edwin Jarvis	Avengers (1998) #21
Edwin Jarvis	Avengers (1998) #22
Edwin Jarvis	Avengers (1998) #24
Edwin Jarvis	Avengers (1998) #25
Penance (Robert Baldwin)	Amazing Spider-Man Annual (1964) #22
Penance (Robert Baldwin)	Avengers (1998) #13
Penance (Robert Baldwin)	Avengers Academy (2010) #1
Penance (Robert Baldwin)	Avengers Academy (2010) #1 (2ND PRINTING VARIANT)
Penance (Robert Baldwin)	Avengers Academy (2010) #2
Penance (Robert Baldwin)	Avengers Academy (2010) #3
Penance (Robert Baldwin)	Avengers Academy (2010) #3 (WOMEN OF MARVEL VARIANT)
Penance (Robert Baldwin)	Avengers Academy (2010) #3 (MCKONE VARIANT)
Penance (Robert Baldwin)	Avengers Academy (2010) #11
Penance (Robert Baldwin)	Avengers Academy (2010) #12
Penance (Robert Baldwin)	Avengers Academy (2010) #19
Penance (Robert Baldwin)	Avengers Academy (2010) #20
Penance (Robert Baldwin)	Avengers Academy (2010) #21
Penance (Robert Baldwin)	Avengers Academy Vol 1 : Permanent Record TPB (Trade Paperback)
Penance (Robert Baldwin)	Avengers Assemble Vol. 2 (Hardcover)
Penance (Robert Baldwin)	Avengers: The Initiative (2007) #29
Penance (Robert Baldwin)	Avengers: The Initiative (2007) #31
Penance (Robert Baldwin)	Avengers: The Initiative (2007) #31 (2ND PRINTING VARIANT)
Penance (Robert Baldwin)	Avengers: The Initiative (2007) #34
Penance (Robert Baldwin)	Avengers: The Initiative (2007) #35
Hellfire Club (Ultimate)	Ultimate X-Men (2000) #24
Hellfire Club (Ultimate)	Ultimate X-Men (2000) #25
Hellfire Club (Ultimate)	Ultimate X-Men Ultimate Collection Book 2 (Trade Paperback)
Hellfire Club (Ultimate)	Ultimate X-Men Vol. 4: Hellfire & Brimstone (Trade Paperback)
Phantom Reporter	Daring Mystery Comics (1944) #3
Phantom Reporter	Marvel Masterworks: Golden Age Daring Mystery Vol. 1 (Hardcover)
Phantom Reporter	Marvel Masterworks: Golden Age Daring Mystery Vol. 1 (Hardcover)
Polaris	Cable (1993) #76
Polaris	Cable (1993) #78
Polaris	Classic X-Men (1986) #5
Polaris	Classic X-Men (1986) #12
Polaris	Classic X-Men (1986) #13
Polaris	Classic X-Men (1986) #33
Polaris	Defenders (1972) #63
Polaris	Doctor Strange, Sorcerer Supreme (1988) #69
Polaris	Earth X (1999) #5
Polaris	Earth X (1999) #6
Polaris	Earth X (New (Trade Paperback)
Polaris	Infinity War (Trade Paperback)
Polaris	Marvel Masterworks: The Uncanny X-Men Vol. (Hardcover)
Polaris	Marvel Masterworks: The Uncanny X-Men Vol. 6 (Hardcover)
Polaris	Marvel Masterworks: The Uncanny X-Men Vol. 6 (Hardcover)
Polaris	Marvel Masterworks: The X-Men Vol. (Hardcover)
Polaris	Marvel Visionaries: Chris Claremont (Hardcover)
Polaris	Moon Knight Vol. 5: Down South (Hardcover)
Polaris	Moon Knight Vol. 5: Down South (Trade Paperback)
Polaris	Ms. Marvel Vol. 6: Ascension (Trade Paperback)
Red Skull	All Winners Comics 70th Anniversary Special (2009) #1
Red Skull	All-Winners Comics (1941) #12
Red Skull	Avengers (1998) #60
Red Skull	Avengers (1998) #69
Red Skull	Avengers (1963) #386
Red Skull	Avengers (1963) #387
Red Skull	Avengers Vol. 1: World Trust (Trade Paperback)
Red Skull	Avengers Vol. 2: Red Zone (Trade Paperback)
Red Skull	Avengers Vol. II: Red Zone (Trade Paperback)
Red Skull	Avengers/Invaders (2008) #9
Red Skull	Avengers/Invaders (2008) #10
Red Skull	Avengers/Invaders (2008) #10 (BREITWEISER VARIANT)
Red Skull	Black Widow & the Marvel Girls (2009) #3
Red Skull	Cap Transport (2005) #2
Red Skull	Cap Transport (2005) #5
Red Skull	Cap Transport (2005) #8
Red Skull	Cap Transport (2005) #14
Red Skull	Cap Transport (2005) #15
Red Skull	Cap Transport (2005) #18
Red Skull	Cap Transport (2005) #20
Roulette	Uncanny X-Men (1963) #193
Captain America (Ultimate)	Ultimate Adventures (2002) #3
Captain America (Ultimate)	Ultimate Adventures Vol. 1: One Tin Soldier (Trade Paperback)
Captain America (Ultimate)	Ultimate Adventures Vol. I (Trade Paperback)
Captain America (Ultimate)	Ultimate Annuals Vol. 1 (Trade Paperback)
Captain America (Ultimate)	Ultimate Comics Avengers (2009) #6
Captain America (Ultimate)	Ultimate Comics Avengers 2 (2010) #1
Captain America (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #2
Captain America (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #2 (HITCH VARIANT)
Captain America (Ultimate)	Ultimate Comics Captain America (2010) #1
Captain America (Ultimate)	Ultimate Comics Captain America (2010) #3
Captain America (Ultimate)	Ultimate Comics Spider-Man (2009) #150 (WRAPAROUND VARIANT)
Captain America (Ultimate)	Ultimate Comics Spider-Man (2009) #151
Captain America (Ultimate)	Ultimate Comics Ultimates  (2011) #1
Captain America (Ultimate)	Ultimate Fallout (2011) #6
Captain America (Ultimate)	Ultimate Fallout (2011) #6 (Djurdjevic Variant)
Captain America (Ultimate)	Ultimate Power (2006) #1
Captain America (Ultimate)	Ultimate Power (2006) #1
Captain America (Ultimate)	Ultimate Spider-Man (2000) #70
Captain America (Ultimate)	Ultimate Spider-Man Vol. 12: Superstars (Trade Paperback)
Captain America (Ultimate)	Ultimate War (2003) #1
 Hank Pym	Amazing Spider-Man (1999) #661
 Hank Pym	Amazing Spider-Man (1999) #661 (X-Men Art Variant)
 Hank Pym	Amazing Spider-Man (1999) #662
 Hank Pym	Avengers (1963) #83
 Hank Pym	Avengers (1963) #99
 Hank Pym	Avengers (1963) #138
 Hank Pym	Avengers (1963) #146
 Hank Pym	Avengers (1963) #156
 Hank Pym	Avengers Academy (2010) #1
 Hank Pym	Avengers Academy (2010) #1 (2ND PRINTING VARIANT)
 Hank Pym	Avengers Academy (2010) #1 (DJURDJEVIC VARIANT)
 Hank Pym	Avengers Academy (2010) #2
 Hank Pym	Avengers Academy (2010) #15
 Hank Pym	Avengers Academy (2010) #18
 Hank Pym	Avengers Academy (2010) #21
 Hank Pym	Avengers Academy Vol 1 : Permanent Record TPB (Trade Paperback)
 Hank Pym	Beyond! (Hardcover)
 Hank Pym	Beyond! (2006) #1
 Hank Pym	Incredible Hulks (2009) #607 (MCGUINNESS VARIANT)
 Hank Pym	Mighty Avengers (2007) #3
Thing	4 (2004) #12
Thing	4 (2004) #19
Thing	4 (2004) #20
Thing	4 (2004) #22
Thing	4 Vol. 2: The Stuff of Nightmares (Trade Paperback)
Thing	Alpha Flight (1983) #1
Thing	Alpha Flight Classic Vol. 1 (Trade Paperback)
Thing	Amazing Spider-Man (1999) #653
Thing	Amazing Spider-Man (1999) #654
Thing	Amazing Spider-Man (1999) #654 (2nd Printing Variant)
Thing	Amazing Spider-Man (1999) #657
Thing	Amazing Spider-Man (1999) #658
Thing	Amazing Spider-Man (1999) #658 (THOR HOLLYWOOD VARIANT)
Thing	Amazing Spider-Man (1999) #659
Thing	Amazing Spider-Man (1999) #659 (2nd Printing Variant)
Thing	Amazing Spider-Man (1999) #660
Thing	Amazing Spider-Man (1999) #661
Thing	Amazing Spider-Man (1999) #661 (X-Men Art Variant)
Thing	Amazing Spider-Man (1999) #663
Thing	Amazing Spider-Man (1999) #665
Wither	New X-Men: Hellions (2005)
Wither	New X-Men: Hellions (2005) #1
Omega Flight	Omega Flight (2007) #1
Omega Flight	Omega Flight (2007) #2
Omega Flight	Omega Flight (2007) #3
Omega Flight	Omega Flight (2007) #4
Omega Flight	Omega Flight (2007) #5
Omega Flight	Omega Flight: Alpha to Omega (Trade Paperback)
Marrow	Avengers (1998) #10
Marrow	Avengers Assemble (Hardcover)
Marrow	Cable (1993) #42
Marrow	Excalibur (1988) #120
Marrow	Peter Parker: Spider-Man (1999) #4
Marrow	Uncanny X-Men (1963) #325
Marrow	Uncanny X-Men (1963) #346
Marrow	Uncanny X-Men (1963) #347
Marrow	Uncanny X-Men (1963) #352
Marrow	Uncanny X-Men (1963) #354
Marrow	Uncanny X-Men (1963) #360
Marrow	Uncanny X-Men (1963) #361
Marrow	Uncanny X-Men (1963) #362
Marrow	Uncanny X-Men (1963) #363
Marrow	Uncanny X-Men (1963) #364
Marrow	Uncanny X-Men (1963) #365
Marrow	Uncanny X-Men (1963) #366
Marrow	Uncanny X-Men (1963) #367
Marrow	Uncanny X-Men (1963) #368
Marrow	Uncanny X-Men (1963) #369
Shiver Man	Astonishing Tales (2009) #5
Sage	New Excalibur (2005) #11
Sage	New Excalibur Vol. 2: Last Days of Camelot (Trade Paperback)
Sage	X-Men: Die by the Sword (2007) #1
Sage	X-Treme X-Men: Savage Land (Trade Paperback)
Sage	X-Treme X-Men: The Savage Land (2001) #1
Sage	X-Treme X-Men: The Savage Land (2001) #3
Alex Power	Amazing Spider-Man (1999) #673
Mr. X	Captain America (1968) #271
Mr. X	Deadpool Team-Up Vol. 2: Special Relationship (Trade Paperback)
Mr. X	Wolverine (1988) #160
Mr. X	Wolverine (1988) #161
Mr. X	Wolverine (1988) #168
Mr. X	Wolverine: The Best There Is (Trade Paperback)
Agent X (Nijo)	Agent X (2002) #1
Agent X (Nijo)	Agent X (2002) #2
Agent X (Nijo)	Agent X (2002) #3
Agent X (Nijo)	Agent X (2002) #4
Agent X (Nijo)	Agent X (2002) #5
Agent X (Nijo)	Agent X (2002) #6
Agent X (Nijo)	Agent X (2002) #11
Agent X (Nijo)	Cable & Deadpool (2004) #12
Agent X (Nijo)	Cable & Deadpool (2004) #46 (Zombie Variant)
Agent X (Nijo)	Cable & Deadpool Vol. 2: The Burnt Offering (Trade Paperback)
Beef	Uncanny X-Men (1963) #281
Lyja	Fantastic Five (2007) #1
Lyja	Fantastic Five: The Final Doom (Trade Paperback)
Lyja	Incredible Hulk Annual (1976) #20
Sub-Mariner	All Winners Comics 70th Anniversary Special (2009) #1
Sub-Mariner	All-Winners Comics (1941) #1
Sub-Mariner	All-Winners Comics (1941) #2
Sub-Mariner	All-Winners Comics (1941) #3
Sub-Mariner	All-Winners Comics (1941) #4
Sub-Mariner	All-Winners Comics (1941) #5
Sub-Mariner	All-Winners Comics (1941) #6
Sub-Mariner	All-Winners Comics (1941) #7
Sub-Mariner	All-Winners Comics (1941) #8
Sub-Mariner	All-Winners Comics (1941) #9
Sub-Mariner	All-Winners Comics (1941) #10
Sub-Mariner	All-Winners Comics (1941) #11
Sub-Mariner	All-Winners Comics (1941) #12
Sub-Mariner	All-Winners Comics (1941) #13
Sub-Mariner	All-Winners Comics (1941) #14
Sub-Mariner	All-Winners Comics (1941) #15
Sub-Mariner	All-Winners Comics (1941) #16
Sub-Mariner	All-Winners Comics (1941) #17
Sub-Mariner	All-Winners Comics (1941) #18
Sub-Mariner	All-Winners Comics (1941) #19
Pretty Boy	Uncanny X-Men (1963) #248
Pretty Boy	Uncanny X-Men (1963) #281
Pretty Boy	X-Men Visionaries: Jim Lee (Trade Paperback)
Spider-Woman (Charlotte Witter)	Amazing Spider-Man (1999) #5
Spider-Woman (Charlotte Witter)	Amazing Spider-Man (1999) #6
Spider-Woman (Charlotte Witter)	Astonishing Tales (2009) #3
Spider-Woman (Charlotte Witter)	Avengers/Invaders (2008) #1
Spider-Woman (Charlotte Witter)	Avengers/Invaders (2008) #1 (FINCH VARIANT)
Spider-Woman (Charlotte Witter)	Avengers/Invaders (2008) #3
Spider-Woman (Charlotte Witter)	Captain America (2004) #26
Spider-Woman (Charlotte Witter)	Captain America: The Death of Captain America Vol. 1 (Trade Paperback)
Spider-Woman (Charlotte Witter)	Captain America: The Death of Captain America Vol. 1 Premiere (Hardcover)
Colossus (Ultimate)	Ultimate Comics X-Men (Hardcover)
Colossus (Ultimate)	Ultimate War (2003) #2
Colossus (Ultimate)	Ultimate War (2003) #3
Colossus (Ultimate)	Ultimate War (2003) #4
Colossus (Ultimate)	Ultimate X-Men (2000) #2
Colossus (Ultimate)	Ultimate X-Men (2000) #3
Colossus (Ultimate)	Ultimate X-Men (2000) #4
Colossus (Ultimate)	Ultimate X-Men (2000) #5
Colossus (Ultimate)	Ultimate X-Men (2000) #6
Colossus (Ultimate)	Ultimate X-Men (2000) #7
Colossus (Ultimate)	Ultimate X-Men (2000) #8
Colossus (Ultimate)	Ultimate X-Men (2000) #9
Colossus (Ultimate)	Ultimate X-Men (2000) #10
Colossus (Ultimate)	Ultimate X-Men (2000) #11
Colossus (Ultimate)	Ultimate X-Men (2000) #12
Colossus (Ultimate)	Ultimate X-Men (2000) #15
Colossus (Ultimate)	Ultimate X-Men (2000) #16
Colossus (Ultimate)	Ultimate X-Men (2000) #17
Colossus (Ultimate)	Ultimate X-Men (2000) #18
Colossus (Ultimate)	Ultimate X-Men (2000) #19
Blok	Wolverine (1988) #159
Blok	Wolverine (1988) #160
Blok	Wolverine (1988) #161
Blok	Wolverine (1988) #168
Blok	Wolverine (1988) #169
Blok	Wolverine: The Best There Is (Trade Paperback)
Inhumans	Amazing Adventures (1970) #1
Inhumans	Amazing Adventures (1970) #2
Inhumans	Amazing Adventures (1970) #3
Inhumans	Amazing Adventures (1970) #4
